"prompt_original_en","descripcion_original_en","prompt_traducido_es","descripcion_traducida_es","prompt_procesado_es","descripcion_procesada_es"
"a man and woman standing in front of a pyramid, ancient megastructure pyramid, giant tomb structures, huge and megalithic, giant aztec spaceship, maya temples, mayan style, standing before ancient ruins, aztec mythology, ancient pyramid, classic mayan mythology, pyramid background, archeological discover, mayan temple in the jungle, pyramid surrounded with greenery","Northeast side of Kukulkan Temple ð± #ChichenItza #KukulkanPyramid","a man and woman standing in front of a pyramid, ancient megastructure pyramid, giant tomb structures, huge and megalithic, giant aztec spaceship, maya temples, mayan style, standing before ancient ruins, aztec mythology, ancient pyramid, classic mayan mythology, pyramid background, archeological discover, mayan temple in the jungle, pyramid surrounded with greenery","Noreste del Templo Kukulkan ð ± #Chichenitza #KukulkanPyramid","man woman standing front huge megalithic standing classic archeological discover","noreste templo lk pyramid"
"the mayan pyramid in chichena, mexico, maya temples, pyramid surrounded with greenery, ancient pyramid, ancient megastructure pyramid, mayan temple in the jungle, giant tomb structures, standing before ancient ruins, monumental structures, beautiful ancient ruins behind, trampling an ancient city, mayan, aqueducts, pyramid, monumental giant palace, not ruins","Surrounded by the spectacular Mayan Jungle full of cenotes you'll find and amazing ancient Mayan city: Chichen Itza. #ChichenItza #Playadelcarmen #Yucatan 
ð· @scottstravelphotos","the mayan pyramid in chichena, mexico, maya temples, pyramid surrounded with greenery, ancient pyramid, ancient megastructure pyramid, mayan temple in the jungle, giant tomb structures, standing before ancient ruins, monumental structures, beautiful ancient ruins behind, trampling an ancient city, mayan, aqueducts, pyramid, monumental giant palace, not ruins","Rodeado por la espectacular jungla maya llena de cenotes que encontrarás y la sorprendente antigua ciudad maya: Chichen Itza. #Chichenitza #PlayadelCarmen #Yucatan 
ð · @scottstravelphotos","standing beautiful behind trampling city aqueducts","rodeado espectacular jungla llena cenotes encontraras sorprendente antigua ciudad"
"a group of stone pillars in a grassy field, fallen columns, greek-esque columns and ruins, giant columns, ancient ruins behind, roman columns, giant columns palace, giant greek columns, ancient temple ruins, ancient ruins in the forest, stone pillars, beautiful ancient ruins behind, large pillars, ancient greek temple ruins, classical stone columns, roman pillars, columns","The Maya culture built some imponent buildings along the Yucatan Peninsula. Chichen Itza was one of the last important ceremonial cities the Mayas worshipped. #ChichenItza #Mexico #Yucatan
.
.
.
.
.
.
.
ð· @davidsuh 
#Cancun #Tulum #Playadelcarmen #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger #trip","Un grupo de pilares de piedra en un campo cubierto de hierba, columnas caídas, columnas y ruinas al estilo griego, columnas gigantes, ruinas antiguas detrás, columnas romanas, columnas gigantes Palacio, columnas griegas gigantes, ruinas del templo antiguos, ruinas antiguas en el bosque, pilares de piedra, hermosas antiguas pilares, grandes ruidos de templo de los griegos, ruinas de piedra clásica, columnas de piedra romana, columnas, columnas de piedra","La cultura maya construyó algunos edificios imponentes a lo largo de la península de Yucatán. Chichen Itza fue una de las últimas ciudades ceremoniales importantes que los mayas adoraron. #Chichenitza #mexico #yucatan
.
.
.
.
.
.
.
ð · @davidsuh 
#Cancun #tulum #playadelCarmen #travel #nature #photography #travelPhotography #love #photTheday #instagood","grupo pilares campo cubierto hierba columnas caidas columnas al griego columnas columnas romanas columnas columnas griegas antiguos bosque pilares hermosas pilares grandes ruidos griegos clasica columnas romana columnas","cultura construyo algunos edificios imponentes lo largo fue ultimas ciudades ceremoniales importantes adoraron"
"a white hat with the word chitz on it, ancient megastructure pyramid, tenochtitlan, pyramids style, aztec architecture, ancient pyramid, pyramid background, ziggurat, quechua!, mayan style, giant aztec spaceship, pyramid in background, inca style, adobe ilustrator, chinchilla animal, aztec","El Castillo in Chichen Itza, One of the 7 Wonders of the World... It seats above a smaller pyramid and a cenote. It was built to worship the god Kukulkan! #ChichenItza #Mexico
.
.
.
.
.
.
.
ð· @samoyeau 
#travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger #traveltuesday #Cancun #tulum #Playadelcarmen","Un sombrero blanco con la palabra chitz en ella, pirámide de megaestructura antigua, tenochtitlan, pirámides estilo, arquitectura azteca, pirámide antigua, fondo piramidal, ziggurat, quechua!, estilo maya, aztec de espacios","El Castillo en Chichen Itza, una de las 7 maravillas del mundo ... se asienta sobre una pirámide más pequeña y un cenote. ¡Fue construido para adorar al dios Kukulkan! #Chichenitza #mexico
.
.
.
.
.
.
.
ð · @samoyeau 
#travel #nature #photography #travelphotography #love #phottheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #Happy #Adventure #Instatravel #Fashion #TravelBlogger #TravelTuesday Mayday","sombrero blanco palabra chitz ella tenochtitlan piramidal ziggurat quechua espacios","asienta sobre pequena cenote fue construido adorar dios mayday"
"the maya ruins in mexico, mayan temple in the jungle, maya temples, pyramid surrounded with greenery, ancient alien jungle, background lush vegetation, mayan, ancient jungle, plants and jungle, jungle background with ruins, tikal temple iv, beautiful ancient ruins behind, ancient ruins behind, shadow of the tomb raider, lost world pyramid, plants everywhere, lot of exotic vegetation","An interesting fact about the Kukulkan nights is that you can have a better look at the sculpted stones in Chichen Itza, this one is from the Great Mayan Ball Court. #chichenitza #Mexico.","Las ruinas mayas en México, el templo maya en la jungla, los templos mayas, la pirámide rodeada de vegetación, la antigua jungla alienígena, la vegetación exuberante de fondo, maya, la antigua jungla, plantas y la jungla, fondo de la jungla con ruinas, Templo Tikal IV, hermosas ruinas antiguas, ruinas antiguas detrás, sombra de la tosta de tumba, pirámides del mundo perdido, plantas, lotes de vegetales ex vegetales ex vegetales de los ex vegetales de vegetales","Un hecho interesante sobre las noches de Kukulkan es que puedes echar un vistazo a las piedras esculpidas en Chichen Itza, esta es de la gran cancha de Ball Mayan. #Chichenitza #mexico.","alienigena exuberante plantas tikal iv hermosas sombra tosta tumba plantas lotes vegetales ex vegetales vegetales","hecho interesante sobre noches puedes echar vistazo piedras esculpidas gran cancha ball"
"a woman sitting on a bench in front of an ancient pyramid, mayan style, beautiful ancient ruins behind, maya temples, ancient megastructure pyramid, mayan temple in the jungle, pyramid in background, lost world pyramid, pyramid background, pyramids in the background, pyramids style, aztec architecture, pyramids in background, pyramid surrounded with greenery, golden pyramids","Ancient photos of Chichen Itza ðð» #ChichenItza","Una mujer sentada en un banco frente a una antigua pirámide, estilo maya, hermosas ruinas antiguas detrás, templos mayas, antigua pirámide de la megaestructura, templo maya en la jungla, pirámide en el fondo, pirámide del mundo perdido, fondo pirámide, pirámides en el fondo, estilo de pirámides, arquitectura azteca, pirámides en el fondo, pirámides con vreamides, invernaderos, el estilo de las pirámides, el estilo de pirámides, la arquitectura azteca, pirámides en el fondo, pirámides con invernadería, el estilo de las pirámides, el estilo de las pirámides, la arquitectura azteca, las pirámides de la pirámide, la pirámide, los pyreamides, el entorno de la pirámides, el estilo de las pirámides, la arquitectura azteca, las pirámides de la pirámide, el entorno de la pyreamida, el entorno de la pina del fondo, el estilo de las piramidas,","Fotos antiguas de Chichen itza ð ð »#chichenitza","sentada banco hermosas vreamides invernaderos invernaderia pyreamides entorno entorno pyreamida entorno pina piramidas","fotos antiguas"
"a man standing on top of a rock, mayan, standing before ancient ruins, at an ancient city, maya temples, the oracle of the mayan elders, mayan god, ancient ruins in the background, pyramids in the background, palace background, tsuruda, angkor, yuya nagai, lost city, yutja, asian descend, beautiful ancient ruins behind","","a man standing on top of a rock, mayan, standing before ancient ruins, at an ancient city, maya temples, the oracle of the mayan elders, mayan god, ancient ruins in the background, pyramids in the background, palace background, tsuruda, angkor, yuya nagai, lost city, yutja, asian descend, beautiful ancient ruins behind","","man standing top rock standing city elders god pyramids tsuruda angkor yuya nagai city yutja asian descend beautiful behind",""
"a woman sitting on a blanket in front of a pyramid, maya temples, yoga meditation pose, angel doing yoga in temple, padmasana, anjali mudra, the oracle of the mayan elders, meditating pose, meditation pose, temple of the sun, mayan priestess, lotus pose, mayan style, ancient megastructure pyramid, connection rituals","Perfect symmetry ðð»","Una mujer sentada en una manta frente a una pirámide, templos mayas, pose de meditación de yoga, ángel haciendo yoga en el templo, padmasana, anjali mudra, el oráculo de los ancianos mayas, pose de meditación, pose de meditación, templo del sol, Priestres mayas, pose de loto, estilo maya, antiguo megaestructiva pirámid","Simetría perfecta ð ð »","sentada manta pose meditacion yoga angel haciendo yoga padmasana anjali mudra pose meditacion priestres pose loto antiguo megaestructiva","simetria perfecta"
"a man standing in front of a pyramid, pyramids in the background, ancient megastructure pyramid, pyramids style, aztec mythology, the oracle of the mayan elders, pyramid background, mayan style, standing before ancient ruins, ancient pyramid, pyramids in background, trampling an ancient city, brutalist aztec architecture, at an ancient city, aztec architecture, giant aztec spaceship","","a man standing in front of a pyramid, pyramids in the background, ancient megastructure pyramid, pyramids style, aztec mythology, the oracle of the mayan elders, pyramid background, mayan style, standing before ancient ruins, ancient pyramid, pyramids in background, trampling an ancient city, brutalist aztec architecture, at an ancient city, aztec architecture, nave espacial azteca gigante","","man standing front pyramids pyramids elders standing pyramids trampling city brutalist city",""
"the ruins at the archeological site of tupi, giant columns, giant greek columns, giant columns palace, gigantic pillars, roman columns, large pillars, columns, aqueducts, giant towering pillars, fallen columns, many columns, karst pillars forest, gigantic pristine marble columns, tall columns, classical stone columns, pillars of marble, pillars","","Las ruinas en el sitio arqueológico de Tupi, columnas gigantes, columnas griegas gigantes, palacio de columnas gigantes, pilares gigantes, columnas romanas, grandes pilares, columnas, acodedros, pilares gigantes de altura, columnas caídas, columnas, pilares de karst, bosque, columnas de mármol gigantes, columnas de mármol, columnas altas, columnas de piedra clásicas, columnas de marzo, columnas, pilares de karst bosque","","sitio arqueologico tupi columnas columnas griegas columnas pilares columnas romanas grandes pilares columnas acodedros pilares altura columnas caidas columnas pilares karst bosque columnas marmol columnas altas columnas clasicas columnas marzo columnas pilares karst bosque",""
"the pyramid at chichena, ancient megastructure pyramid, ancient pyramid, temple of the sun, mayan, giant aztec spaceship, giant tomb structures, maya temples, monumental giant palace, aztec architecture, mayan style, pyramid ruins at sundown, mexico, ziggurat, aztec mythology, pyramid, shadow of the tomb raider, aztec sun goddess","","the pyramid at chichena, ancient megastructure pyramid, ancient pyramid, temple of the sun, mayan, giant aztec spaceship, giant tomb structures, maya temples, monumental giant palace, aztec architecture, mayan style, pyramid ruins at sundown, mexico, ziggurat, aztec mythology, pyramid, shadow of the tomb raider, aztec diosa del sol","","sundown ziggurat shadow raider diosa",""
