prompt,prompt_traducido,prompt_limpio,texto_procesado,cluster,tema_principal,ciudad
"a stadium with a cloudy sky, soccer stadium, stadium, stadium landscape, at the world cup, art deco stadium, flags of argentina behind, stadium setting, argentine flags behind, blue - yellow sky, standing in a stadium, blue and yellow ribbons, argentina flag behind, argentina flags behind, render corona, by Kume Keiichiro, dramatic stadium lighting, baseball stadium","a stadium with a cloudy sky, soccer stadium, stadium, stadium landscape, at the world cup, art deco stadium, flags of argentina behind, stadium setting, argentine flags behind, blue - yellow sky, standing in a stadium, blue and yellow ribbons, argentina flag behind, argentina flags behind, render corona, by Kume Keiichiro, dramatic stadium lighting, baseball stadium",a stadium with a cloudy sky soccer stadium stadium stadium landscape at the world cup art deco stadium flags of argentina behind stadium setting argentine flags behind blue  yellow sky standing in a stadium blue and yellow ribbons argentina flag behind argentina flags behind render corona by kume keiichiro dramatic stadium lighting baseball stadium,with cloudy soccer landscape the world cup art deco argentina setting argentine sky standing blue and yellow ribbons flag argentino flags behind render corona kume keiichiro dramatic lighting baseball stadium,0,the,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"the cathedral in pretoria, south africa, tlaquepaque, guanajuato, golden towers, downtown mexico, el dorado, mexico, ancient catedral behind her, tall spires, in a city with a rich history, golden pillars, by Rodolfo Escalera, tall stone spires, royal palace, dry archways and spires","La Catedral en Pretoria, Sudáfrica, Tlaquepaco, Guanajuato, Torres de Oro, el centro de México, El Dorado, México, el antiguo Catedral detrás de ella, agujeros altos, en una ciudad con una rica historia, pilares dorados, por Rodolfo Escalera, Spones Tall Stone, Palace Real, arcos secos y espantadores y espantadores.",la catedral en pretoria sudafrica tlaquepaco guanajuato torres de oro el centro de mexico el dorado mexico el antiguo catedral detras de ella agujeros altos en una ciudad con una rica historia pilares dorados por rodolfo escalera spones tall stone palace real arcos secos y espantadores y espantadores,pretoria sudafrico tlaquepaco guanajuato torre oro centro mexico antiguo catedral agujero alto ciudad rico historia pilar dorado rodolfo escalera spones tall stone palace real arco seco espantadores espantador,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a woman in a white dress sitting on a bench in a park, artistic render of reimu hakurei, time travelers appear in a park, a robot reading a book in a park, photomanipulation, as the colossal titan, realistic anime 3 d style, overlaid with chinese adverts, sunny park background, foto realista, 3 d anime realistic","Una mujer con un vestido blanco sentado en un banco en un parque, el render artístico de Reimu Hakurei, los viajeros del tiempo aparecen en un parque, un robot que lee un libro en un parque, fotomanipulación, como el colosal titán, el estilo realista del anime 3 D, superpuesto con los anuncios chinos, el fondo del parque Sunny, el foto realista, el anime realista 3 D",una mujer con un vestido blanco sentado en un banco en un parque el render artistico de reimu hakurei los viajeros del tiempo aparecen en un parque un robot que lee un libro en un parque fotomanipulacion como el colosal titan el estilo realista del anime 3 d superpuesto con los anuncios chinos el fondo del parque sunny el foto realista el anime realista 3 d,mujer vestido blanco sentado banco render artistico reimu hakurei viajero tiempo aparecer robot leer libro fotomanipulacion colosal titan estilo superpuesto anuncio chino fondo parque sunny foto anime realista,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a view of the lake, merged machima, wide river and lake, lake view, nile river environment, lake in the background, detailed lake in background, sweeping vista, the sea seen behind the city, battlefield in background, of a small village with a lake, lake foreground, lake in foreground, by Bruce Onobrakpeya, muira, lake background","Una vista del lago, Machima fusionada, río ancho y lago, vista al lago, un entorno del río Nilo, el lago en el fondo, el lago detallado en el fondo, vista barriendo, el mar visto detrás de la ciudad, campo de batalla en el fondo, de un pequeño pueblo con un lago, el lago en primer plano, el lago en primer plano, por Bruce Onobrakpeya, Muira, fondo del lago, fondo del lago.",una vista del lago machima fusionada rio ancho y lago vista al lago un entorno del rio nilo el lago en el fondo el lago detallado en el fondo vista barriendo el mar visto detras de la ciudad campo de batalla en el fondo de un pequeno pueblo con un lago el lago en primer plano el lago en primer plano por bruce onobrakpeya muira fondo del lago fondo del lago,vista machima fusionado ancho entorno rio nilo detallado barrer mar visto ciudad campo batalla pequeno pueblo plano bruce onobrakpeya muira fondo lago,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a man is climbing up a rock, rock climbing, climbing, rock climber, climbing up a cliffside, rock climbers climbing a rock, climber, steep cliffs, belaying, sedona's cathedral rock bluff, skeleton climbing, insurmountable, at the top of a red rock canyon, extreme sports photography, the mountain is steep, climbing mountain in washington","Un hombre está subiendo una roca, escalada en roca, escalada, escalador de rocas, trepando por un acantilado, escaladores de roca treando una roca, escalador, acantilados empinados, asegurando, el acantilado de la roca de la catedral de Sedona, la escalada esqueleta, insuperable, en la cima de un canio de roca roja, la fotografía deportiva extrema, la montaña es la montaña, la montaña de la montaña en la montaña en la montaña en la montaña de la montaña en la montaña de la montaña en la montaña en el lavado de la montaña en la montaña de la montaña en el lavado de la montaña en la montaña de la montaña de la montaña en la montaña de la montaña en el lavado de la montaña en la montaña de la montaña de la montaña en el lavado de la montaña en la montaña de la montaña de la montaña en el lavado de la montaña en la montaña de la montaña de la montaña en el mundo.",un hombre esta subiendo una roca escalada en roca escalada escalador de rocas trepando por un acantilado escaladores de roca treando una roca escalador acantilados empinados asegurando el acantilado de la roca de la catedral de sedona la escalada esqueleta insuperable en la cima de un canio de roca roja la fotografia deportiva extrema la montana es la montana la montana de la montana en la montana en la montana en la montana de la montana en la montana de la montana en la montana en el lavado de la montana en la montana de la montana en el lavado de la montana en la montana de la montana de la montana en la montana de la montana en el lavado de la montana en la montana de la montana de la montana en el lavado de la montana en la montana de la montana de la montana en el lavado de la montana en la montana de la montana de la montana en el mundo,hombre subir escalado trepar trear escalador empinado asegurar acantilado catedral sedona escalada esqueleta insuperable cima canio roca rojo fotografia deportiva extremo lavado montana mundo,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a train traveling through a pine field with mountains in the background, mexico, beautiful vistas with cacti, trains in the background, high speed trains, guanajuato, mexican desert, train far, western background, tlaquepaque, travel and adventure, train, railways, trains, with a volcano in the background, large plants in the background","Un tren que viaja a través de un campo de pino con montañas en el fondo, México, hermosas vistas con cactus, trenes en el fondo, trenes de alta velocidad, Guanajuato, desierto mexicano, entrena lejos, fondo occidental, tlaqueque, viajes y aventuras, trenes, ferrocarriles, trenes, con un volcano en el fondo, plantas grandes en el fondo.",un tren que viaja a traves de un campo de pino con montanas en el fondo mexico hermosas vistas con cactus trenes en el fondo trenes de alta velocidad guanajuato desierto mexicano entrena lejos fondo occidental tlaqueque viajes y aventuras trenes ferrocarriles trenes con un volcano en el fondo plantas grandes en el fondo,viajar traves campo pino montana mexico hermoso visto cactus alto velocidad guanajuato desierto mexicano entrenar lejos occidental tlaqueque viaje aventura tren ferrocarril trén volcano planta fondo,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a view of a city at night with cars driving by, skybridges, orange line, cyberpunk elevated train, overpass, metallic bridge, metallic architecture, sky bridges, city light reflections, metallic reflective surfaces, illuminated lines, urban photography, reflective surfaces, monorail, urban city photography, transparent glass surfaces, long exposure photography, monorail station","Una vista de una ciudad por la noche con automóviles que conducen, SkyBridges, Orange Line, Cyberpunk Elevated Train, Over Posspass, Puente metálico, Arquitectura Metálica, Puentes Sky, Reflexiones de Luz de la Ciudad, superficies reflectantes metálicas, líneas iluminadas, Photography Urban, Surfaces Reflective, Monorrail, Fotografía Urbana de la Ciudad, Surfaces de Copa Transparente, Fotografía de exposición larga, Estación Monoráulica Monorail.",una vista de una ciudad por la noche con automoviles que conducen skybridges orange line cyberpunk elevated train over posspass puente metalico arquitectura metalica puentes sky reflexiones de luz de la ciudad superficies reflectantes metalicas lineas iluminadas photography urban surfaces reflective monorrail fotografia urbana de la ciudad surfaces de copa transparente fotografia de exposicion larga estacion monoraulica monorail,vista noche automovil conducir skybridges orange line cyberpunk elevated train over posspass puente arquitectura metalico puentes sky reflexiones luz superficies reflectant metalica linea iluminado photography urban reflective monorrail urbano ciudad surfaz copa transparente fotografia exposicion larga estacion monoraulico monorail,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a woman standing in front of a clock tower, ancient catedral behind her, tlaquepaque, downtown mexico, guanajuato, city of armenia quindio, mexico, goddess of travel, in a city with a rich history, travel and adventure, temples behind her, peru, julia fuentes, birkenstock sandals, travel guide, tall gladiator sandals","Una mujer parada frente a una torre de reloj, antigua Catedral detrás de ella, tlaquepaco, en el centro de México, Guanajuato, ciudad de Armenia Quindio, México, diosa de los viajes, en una ciudad con rica historia, viajes y aventuras, templos detrás de ella, Perú, Julia Fuentes, Sandals de Birkenstock, Guía de viajes, altas senvaloras de Sandals Sandals.",una mujer parada frente a una torre de reloj antigua catedral detras de ella tlaquepaco en el centro de mexico guanajuato ciudad de armenia quindio mexico diosa de los viajes en una ciudad con rica historia viajes y aventuras templos detras de ella peru julia fuentes sandals de birkenstock guia de viajes altas senvaloras de sandals sandals,mujer parado frente torre reloj antiguo catedral tlaquepaco centro guanajuato armenia quindio mexico diosa ciudad rico historia aventura templo peru julia fuentes birkenstock guia viaje alto senvaloras sandals,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a plate of food with a lime and a lime, chorizo sausage, tacos, mexican desert, taco, outdoors mesa setting, served on a plate, award winning food photo, central pork, encho enchev, food styling, food focus, award winning dish, pearls and oyesters, avacado dream, nachos, professional food photography, award winning food photography","Un plato de comida con lima y lima, salchicha de chorizo, tacos, desierto mexicano, taco, escenario de mesa al aire libre, servido en un plato, foto de alimentos galardonado, carne de cerdo central, enchov, fotografía de alimentos, fotografía de alimentos galardonados, perlas y oyesters, ensueño de avacado, nachos, fotografía de alimentos profesionales, fotografía de alimentos premiados con premios ganadores.",un plato de comida con lima y lima salchicha de chorizo tacos desierto mexicano taco escenario de mesa al aire libre servido en un plato foto de alimentos galardonado carne de cerdo central enchov fotografia de alimentos fotografia de alimentos galardonados perlas y oyesters ensueno de avacado nachos fotografia de alimentos profesionales fotografia de alimentos premiados con premios ganadores,comida lima salchicho chorizo desierto mexicano taco escenario mesa aire libre servido plato foto carne cerdo central enchov galardonado perla oyesters ensueno avacado nachos profesional fotografia alimento premiado premio ganador,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a man standing in front of a table full of books, flying books, bookshops, books flying around, endless books, open books, the art of books, loot of books, book title visible, flying magic books, arcane books, books, lots of books, exhibition display, magazine sales, filled with books, don quixote left the book","Un hombre que se encuentra frente a una mesa llena de libros, libros voladores, librerías, libros que vuelan, libros interminables, libros abiertos, el arte de los libros, el botín de libros, el título del libro visible, los libros de magia voladora, libros arcanos, libros, muchos libros, exhibición, ventas de revistas, llenos de libros, Don Quixote dejó el",un hombre que se encuentra frente a una mesa llena de libros libros voladores librerias libros que vuelan libros interminables libros abiertos el arte de los libros el botin de libros el titulo del libro visible los libros de magia voladora libros arcanos libros muchos libros exhibicion ventas de revistas llenos de libros don quixote dejo el,hombre frente mesa volador libreria volar interminable abierto arte botin titulo visible magia voladoro arcano exhibicion venta revista lleno libro don quixote dejar,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a man standing on the edge of a pier looking out at the water, photo taken with ektachrome, sunset panorama, during a sunset, purple sunset, sunset view, at purple sunset, panoramic anamorphic, silhuette, sunset in background, with a sunset, sunset in the background, during sunset, the colours of the sunset","Un hombre de pie en el borde de un muelle mirando el agua, foto tomada con Ektachrome, Panorama de la puesta de sol, durante una puesta de sol, puesta de sol púrpura, vista al atardecer, al atardecer púrpura, anamórfica panorámica, silhueta, puesta de sol en el fondo, con una puesta de sol en el fondo, durante el atardecer, los colores del sol de la solar de la sola",un hombre de pie en el borde de un muelle mirando el agua foto tomada con ektachrome panorama de la puesta de sol durante una puesta de sol puesta de sol purpura vista al atardecer al atardecer purpura anamorfica panoramica silhueta puesta de sol en el fondo con una puesta de sol en el fondo durante el atardecer los colores del sol de la solar de la sola,hombre pie borde muelle mirar agua foto tomado ektachrome panorama visto purpura anamorfico panoramico silhueta puesto puesta fondo atardecer color sol solar,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"the ceiling of the church of san san, by David Alfaro Siqueiros, complex ceiling, inspired by Andrea Pozzo, cathedral ceiling, by José Clemente Orozco, inspired by David Alfaro Siqueiros, by Andrea Pozzo, interior of a marble dome, photo realistic symmetrical, high arched ceiling, hdr photography, painting on the ceiling","El techo de la Iglesia de San San, de David Alfaro Siqueiros, complejo techo, inspirado en Andrea Pozzo, Catedral Ceiling, de José Clemento Orozco, inspirado en David Alfaro Siqueiros, por Andrea Pozzo, interior de una cúpula de mármol, fotométrico foto realista, techo arqueado con alto contenido de HDR, pavimento al ceje de ceje de ceje de ceje de ceering.",el techo de la iglesia de san san de david alfaro siqueiros complejo techo inspirado en andrea pozzo catedral ceiling de jose clemento orozco inspirado en david alfaro siqueiros por andrea pozzo interior de una cupula de marmol fotometrico foto realista techo arqueado con alto contenido de hdr pavimento al ceje de ceje de ceje de ceje de ceering,iglesia san siqueiro complejo catedral ceiling jose clemento orozco inspirado david alfaro siqueiros andrea pozzo interior cupula marmol fotometrico foto realista techo arqueado alto contenido hdr pavimento ceje ceering,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a crowd of people raising their hands in the air, music festival, rock concert, concert, concert photography, dance music show, heavy rock concert, proto-metal concert, “house music rave with dancers, wonderful techno party, live concert, a person at a music festival, dance club rave, scene from a rave, photograph of three ravers, live concert lighting","Una multitud de personas levantando sus manos en el aire, festival de música, concierto de rock, concierto, fotografía de conciertos, espectáculo de música de baile, concierto de rock pesado, concierto de proto-metal, ""House Music Rave with Dancers, maravillosa fiesta de techno, concierto en vivo, una persona en un festival de música, club de baile rave, escena de un rave, fotografía de tres ravers, iluminación de concierto en vivo",una multitud de personas levantando sus manos en el aire festival de musica concierto de rock concierto fotografia de conciertos espectaculo de musica de baile concierto de rock pesado concierto de protometal house music rave with dancers maravillosa fiesta de techno concierto en vivo una persona en un festival de musica club de baile rave escena de un rave fotografia de tres ravers iluminacion de concierto en vivo,multitud levantar mano aire espectaculo rock pesado proto metal house music with dancers maravillosa fiesta techno persona festival musica club baile escena rave fotografia ravers iluminacion concierto vivo,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a man and woman walking down a street with a dog, man and woman walking together, couple walking hand in hand, walking together, people walking in street, people walking on street, people walking down a street, romantic couple, couple, people and creatures walking, people walking, couple pose, motion blur of people walking, travelers walking the streets, walking towards you","Un hombre y una mujer caminando por una calle con un perro, un hombre y una mujer caminando juntos, pareja caminando de la mano, caminando juntos, gente caminando en la calle, gente caminando por la calle, gente caminando por una calle, pareja romántica, pareja, gente y criaturas caminando, gente caminando, una pareja de pareja, mental de gente caminando, viajeros, caminando por las calles, caminando hacia ti.",un hombre y una mujer caminando por una calle con un perro un hombre y una mujer caminando juntos pareja caminando de la mano caminando juntos gente caminando en la calle gente caminando por la calle gente caminando por una calle pareja romantica pareja gente y criaturas caminando gente caminando una pareja de pareja mental de gente caminando viajeros caminando por las calles caminando hacia ti,perro hombre mujer mano junto romantico parejo criatura pareja mental gente viajero calle caminar,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a menu with different types of food, local foods, gastronomica magazine, canva, infographic style, infographics, food focus, travel guide, latino features, lorem ipsum dolor sit amet, duff beer, infography, on a canva, beer advertisement, clipart, pinterest style, trendy food, aardman, ideas, houzz, infographic","Un menú con diferentes tipos de alimentos, alimentos locales, revista Gastronomica, Canva, estilo infográfico, infografías, enfoque de alimentos, guía de viaje, características latinas, lorem ipsum dolor sit amet, cerveza duff, infografía, en un lienzo, anuncio de cerveza, clipart, estilo pinterest, tendencia, alimentos, aardman, ideas, houzz, infográfica",un menu con diferentes tipos de alimentos alimentos locales revista gastronomica canva estilo infografico infografias enfoque de alimentos guia de viaje caracteristicas latinas lorem ipsum dolor sit amet cerveza duff infografia en un lienzo anuncio de cerveza clipart estilo pinterest tendencia alimentos aardman ideas houzz infografica,menu tipo local revista gastronomico canva infografias enfoque alimento guia viaje caracteristica latino lorem ipsum dolor sit amet duff infografia lienzo anuncio cerveza clipart estilo pinterest tendencia alimentos aardmar idea houzz infografico,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a man and woman standing next to each other people, pedro correa, catia, location ( favela ), streets of salvador, carnaval de barranquilla, mia khalifa, bispo do rosario, lovely couple, kinemacolor, satchely, bilquis evely, smiling couple, pablo perdomo, cam de leon, latino features","Un hombre y una mujer de pie al lado de la otra, Pedro Correa, Catia, Ubicación (Favela), calles de Salvador, Carnaval de Barranquilla, Mia Khalifa, Bispo do Rosario, encantadora pareja, Kinemacolor, Sucoquely, Bilquis Evely, Smiling Pare, Pablo Perdho, Cam de Leon, Latino Características Latino Características Latino",un hombre y una mujer de pie al lado de la otra pedro correa catia ubicacion favela calles de salvador carnaval de barranquilla mia khalifa bispo do rosario encantadora pareja kinemacolor sucoquely bilquis evely smiling pare pablo perdho cam de leon latino caracteristicas latino caracteristicas latino,hombre mujer pie pedro correa catia ubicacion favelo calle salvador carnaval barranquilla khalifa bispo rosario encantador pareja kinemacolor sucoquely bilquis evely smiling parir pablo perdho cam leon caracteristica latino,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a woman in a black dress and a mask in a field of flowers, sombrero, mexican vaquero, wearing sombrero, black sun hat, mexican warrior, mexican folklore, coronarender, inspired by Francisco de Burgos Mantilla, la catrina, inspired by Alonso Vázquez, mexico, inspired by Francisco de Zurbarán, sun god","Una mujer con un vestido negro y una máscara en un campo de flores, sombrero, vaquero mexicano, con sombrero, sombrero de sol negro, guerrero mexicano, folklore mexicano, coronarse, inspirado por Francisco de Burgos Mantilla, la Catrina, inspirado por Alonso Vázquez, México, inspirado por Francisco de Zurbará, Sun Boden, Sun Boden, Sun Boden, Sun Bode",una mujer con un vestido negro y una mascara en un campo de flores sombrero vaquero mexicano con sombrero sombrero de sol negro guerrero mexicano folklore mexicano coronarse inspirado por francisco de burgos mantilla la catrina inspirado por alonso vazquez mexico inspirado por francisco de zurbara sun boden sun boden sun boden sun bode,mujer vestido mascara campo flor vaquero sombrero sol negro guerrero folklore mexicano coronar él burgos mantilla catrina alonso vazquez mexico inspirado francisco zurbara boden sun bode,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a bunch of glasses on a table, pur champagne damery, glassware, holding glass of wine, champagne, champagne on the table, champagne commercial, glass tableware, sparkling spirits, background bar, wine glass, wineglass, bar background, drinking champagne, amber glasses, bar, fine bubbles, holding a glass of wine, “ golden cup, cocktail bar","Un montón de copas en una mesa, Pur Champagne Damery, cristalería, copa de vino, champán, champán en la mesa, comercial de champán, vajilla de vidrio, licores espumosos, barra de fondo, copa de vino, copa de vino, fondo de barra, gafas de color ámbar, bar, burbujas finas, sosteniendo una copa de vino, ""copa dorada, barra de cóctel",un monton de copas en una mesa pur champagne damery cristaleria copa de vino champan champan en la mesa comercial de champan vajilla de vidrio licores espumosos barra de fondo copa de vino copa de vino fondo de barra gafas de color ambar bar burbujas finas sosteniendo una copa de vino copa dorada barra de coctel,monton pur champagne damery cristaleria mesa comercial champar vajilla vidrio licor espumoso fondo gafa color ambar bar burbuja fino sostener vino copa dorado barra coctel,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a painting and a sculpture in a room, installation view, photograph of 3d ios room, bill lowe gallery, trending on artlist, in a contemporary art gallery, figurativism, contemporary art, in a gallery setting, contemporary art aesthetic, white gallery, trending on artforum, art toys on a pedestal, as 3 figures, in the gallery, conceptual installation","Una pintura y una escultura en una habitación, vista de instalación, fotografía de la sala 3D iOS, la galería Bill Lowe, tendencia en la lista artística, en una galería de arte contemporánea, figurativismo, arte contemporáneo, en un entorno de galería, en la estética de arte contemporáneo, galería blanca, tendencia en la tendencia en los juguetes de arte en una pedestal, como 3 higueras, en la galería de la galería, el arte de la galería, la tendencia en la tendencia en la artista de la arte en la galería.",una pintura y una escultura en una habitacion vista de instalacion fotografia de la sala 3d ios la galeria bill lowe tendencia en la lista artistica en una galeria de arte contemporanea figurativismo arte contemporaneo en un entorno de galeria en la estetica de arte contemporaneo galeria blanca tendencia en la tendencia en los juguetes de arte en una pedestal como 3 higueras en la galeria de la galeria el arte de la galeria la tendencia en la tendencia en la artista de la arte en la galeria,pintura escultura habitacion vista instalacion fotografia sala ios bill lowe lista artistico figurativismo entorno estetica contemporaneo blanco juguete pedestal higuera tendencia artista arte galeria,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a city at night with a long exposure, city quality lighting, vibrant city lights, night time city background, los angeles at night, night city on the background, city at night, city led lights, city lighting, night city, nightscape, night city background, night - time city background, night lights, bright city lights, city lights, beatiful lights","Una ciudad por la noche con una larga exposición, iluminación de calidad de la ciudad, vibrantes luces de la ciudad, fondo de la ciudad nocturna, Los Ángeles por la noche, ciudad nocturna en el fondo, ciudad de la noche, luces LED de la ciudad, iluminación de la ciudad, ciudad nocturna, paisaje nocturno, fondo de la ciudad nocturna, fondo de la ciudad nocturno, luces nocturnas, luces de la ciudad brillantes, luces de la ciudad hermosas de la ciudad.",una ciudad por la noche con una larga exposicion iluminacion de calidad de la ciudad vibrantes luces de la ciudad fondo de la ciudad nocturna los angeles por la noche ciudad nocturna en el fondo ciudad de la noche luces led de la ciudad iluminacion de la ciudad ciudad nocturna paisaje nocturno fondo de la ciudad nocturna fondo de la ciudad nocturno luces nocturnas luces de la ciudad brillantes luces de la ciudad hermosas de la ciudad,largo exposicion calidad vibrante angel noche led iluminacion paisaje fondo nocturno brillante luz hermoso ciudad,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a stone wall in the middle of a field, pyramid surrounded with greenery, ancient pyramid, giant grave structures, grass spiral mountain landscape, green hill, grassy hill, distopia megaliths, sculpture made of piled stones, trees in the grassy hills, thundra ufo crash site, spiralling bushes, a beautiful land art of a large, hill with trees","Un muro de piedra en el medio de un campo, pirámide rodeada de vegetación, antigua pirámide, estructuras de tumbas gigantes, paisaje de montaña espiral de hierba, colina verde, colina cubierta de hierba, megalitos de la distopía, escultura hecha de piedras piladas, árboles en las colinas cubiertas",un muro de piedra en el medio de un campo piramide rodeada de vegetacion antigua piramide estructuras de tumbas gigantes paisaje de montana espiral de hierba colina verde colina cubierta de hierba megalitos de la distopia escultura hecha de piedras piladas arboles en las colinas cubiertas,muro campo rodeado vegetacion antiguo piramide estructura tumba gigante paisaje montana espiral verde hierba megalito distopio escultura hecho piedra pilada arbol colina cubierto,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a bowl of sugared dough on a red napkin, celebrating day of the dead, mexican desert, ( dia de los muertos ), (dia de los muertos), dia de los muertos!!, dia de los muertos, el dia los muertos, el dia los muertos!, dia de muertos, ( ( dia de los muertos ) )","Un tazón de masa azucarada en una servilleta roja, celebrando el Día de los Muertos, el desierto mexicano, (Dia de los Muertos), (Dia de los Muertos), Dia de los Muertos!, Dia de los Muertos, El Dia Los Muertos, El Dia LOS Muertos!, Dia de Muertos, ((Dia de de Muertos))",un tazon de masa azucarada en una servilleta roja celebrando el dia de los muertos el desierto mexicano dia de los muertos dia de los muertos dia de los muertos dia de los muertos el dia los muertos el dia los muertos dia de muertos dia de de muertos,tazon masa azucarado servilleta rojo celebrar desierto mexicano muerto,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a statue of a woman in a park, tlaquepaque, outdoor art installation, cloisonnism, downtown mexico, style of leonora carrington, by Oswaldo Guayasamín, in the art style of quetzecoatl, public art, robot art cracking the road, thailand art, city of armenia quindio, mexico city, environmental artwork","Una estatua de una mujer en un parque, tlaquepaque, instalación de arte al aire libre, cloisonnismo, centro de México, estilo de Leonora Carrington, por Oswaldo Guayasamín, en el estilo de arte de Quetzecoatl, Art Public Art, Robot Art Cracking the Road, Tailandia Art, Ciudad de Armenia Quindio, Ciudad de México, Ciudad de Artículo Ambiental.",una estatua de una mujer en un parque tlaquepaque instalacion de arte al aire libre cloisonnismo centro de mexico estilo de leonora carrington por oswaldo guayasamin en el estilo de arte de quetzecoatl art public art robot art cracking the road tailandia art ciudad de armenia quindio ciudad de mexico ciudad de articulo ambiental,estatua mujer parque tlaquepaque instalacion aire libre cloisonnismo centro leonora carrington oswaldo guayasamin estilo arte quetzecoatl public robot cracking the road tailandia art armenia quindio mexico ciudad articulo ambiental,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a horse drawn carriage on a cobb street in the old town of san francisco, mexico, guanajuato, downtown mexico, mexico, cobblestone streets, tlaquepaque, baroque winding cobbled streets, cobblestone roads, mexico city, cobblestone floors, colonial era street, in a city with a rich history, beautiful sunlight and shadows","Un carruaje dibujado a caballo en una calle Cobb en el casco antiguo de San Francisco, México, Guanajuato, el centro de México, México, calles adoquinadas, tlaquepaco, calles empedradas con sinuosa barroca, carreteras adoquinadas, Ciudad de México, pendientes adoquinadas, calle colonial, en una ciudad con una rica historia solar, shadows y shadows alughs y shadows alugh",un carruaje dibujado a caballo en una calle cobb en el casco antiguo de san francisco mexico guanajuato el centro de mexico mexico calles adoquinadas tlaquepaco calles empedradas con sinuosa barroca carreteras adoquinadas ciudad de mexico pendientes adoquinadas calle colonial en una ciudad con una rica historia solar shadows y shadows alughs y shadows alugh,carruaje dibujado caballo cobb casco antiguo san francisco guanajuato centro tlaquepaco empedrado sinuoso barroca carretero mexico pendiente adoquinada calle colonial ciudad rico historia solar alughs shadows alugh,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a man walking on a walkway with a bird flying overhead, a person standing in front of a, man walking, the colossus of rhodes, one person in frame, walking confidently, walking toward you, sony 14mm f2.8, man walking through city, colossus of rhodes, walking towards you, standing confidently, people walking into the horizon, facing forward","Un hombre que camina por una pasarela con un pájaro volando por encima, una persona parada frente a un hombre caminando, el coloso de Rodas, una persona en el marco, caminando con confianza, caminando hacia ti, Sony 14 mm F2.8, hombre caminando por la ciudad, coloso de las rodillas, caminando hacia ti, de pie con confianza, personas caminando hacia el horizonte, hacia adelante hacia adelante.",un hombre que camina por una pasarela con un pajaro volando por encima una persona parada frente a un hombre caminando el coloso de rodas una persona en el marco caminando con confianza caminando hacia ti sony 14 mm f28 hombre caminando por la ciudad coloso de las rodillas caminando hacia ti de pie con confianza personas caminando hacia el horizonte hacia adelante hacia adelante,pasarela pajaro volar parado frente roda marco sony hombre ciudad coloso rodilla pie confianza persona caminar horizonte,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
