prompt,prompt_traducido,prompt_limpio,texto_procesado,cluster,tema_principal,ciudad,fuente,sentimiento,frame,subtopico
"a sculpture of a woman ' s head with a large, long neck, bill lowe gallery, by David Alfaro Siqueiros, by Elizabeth Murray, by John Chamberlain, abstract sculpture, by James Rosenquist, abstract geometric sculpture, an abstract sculpture, art foreground : eloy morales, 3 d ar vr art, trending on artstarion, abstract 3 d artwork","Una escultura de la cabeza de una mujer con una gran galería de cuello largo y largo, de David Alfaro Siqueiros, de Elizabeth Murray, de John Chamberlain, Abstract Sculpture, de James Rosenquist, resumen de la escultura geométrica, una escultura abstracta, arte de arte: ely Morales, 3 d AR vr Art, Trending on ArtStarion, Abstract 3 D Artwork 3 d",una escultura de la cabeza de una mujer con una gran galeria de cuello largo y largo de david alfaro siqueiros de elizabeth murray de john chamberlain abstract sculpture de james rosenquist resumen de la escultura geometrica una escultura abstracta arte de arte ely morales 3 d ar vr art trending on artstarion abstract 3 d artwork 3 d,cabeza mujer galeria cuello david alfaro siqueiros elizabeth murray john chamberlain sculpture james rosenquist resumir geometrico escultura abstracto arte ely morales art trending artstarion abstract artwork,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a muddy road in the woods, coban, walking in forest, trekking in a forest, walking around in forest, walking in a forest, walking upright in a forest, walking around in a forest, in an open forest, hideen village in the forest, a beautiful pathway in a forest, walking in the forest, beautiful forest, in a forest, al natural","Un camino fangoso en el bosque, Coban, caminando por el bosque, trekking por un bosque, caminando por el bosque, caminando por un bosque, caminando en posición vertical por un bosque, caminando por un bosque, en un bosque abierto, escondido en el bosque, un hermoso camino en un bosque, caminando en el bosque, hermoso bosque, en un bosque, al natural.",un camino fangoso en el bosque coban caminando por el bosque trekking por un bosque caminando por el bosque caminando por un bosque caminando en posicion vertical por un bosque caminando por un bosque en un bosque abierto escondido en el bosque un hermoso camino en un bosque caminando en el bosque hermoso bosque en un bosque al natural,fangoso cor trekking posicion vertical abierto escondido camino caminar hermoso bosque natural,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a stuffed animal is on display in a museum, caracal, caracal cyborg, caracal head, museum lighting, humanoid cheetah, sabertooth cat, domestic caracal, disney's bambi cat, taxidermy, museum diffuse lighting, quadrupedal, cute caracal, 3 6 0 projection, displayed in a museum, animal - shaped statue","Se exhibe un animal de peluche en un museo, caracal, caracal cyborg, cabeza de caracal, iluminación de museos, guepardo humanoide, gato sabertooth, caracal doméstico, gato bambi de Disney, taxidermia, iluminación difusa de museos, cuadrúpedo, lindo caracal, 3 6 0 Proyección, exhibido en un museo, estatua en forma de animal en forma de animal.",se exhibe un animal de peluche en un museo caracal caracal cyborg cabeza de caracal iluminacion de museos guepardo humanoide gato sabertooth caracal domestico gato bambi de disney taxidermia iluminacion difusa de museos cuadrupedo lindo caracal 3 6 0 proyeccion exhibido en un museo estatua en forma de animal en forma de animal,exhibir peluche cyborg cabeza guepardo humanoide sabertooth domestico gato bambi disney taxidermia iluminacion difús cuadrupedo lindo caracal proyeccion exhibido museo estatua forma animal,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a row of picnic tables, parks and public space, park background, benches, a park, outdoors mesa setting, people on a picnic, green spaces, tables, picnic, sunny park background, grassy autumn park outdoor, long table, wooden tables, cafe tables, hundreds of chairs and tables, park, tables and chairs, jc park, forest picnic, park landscape","Una fila de mesas de picnic, parques y espacio público, fondo del parque, bancos, un parque, escenario de mesa al aire libre, gente en un picnic, espacios verdes, mesas, picnic, fondo soleado de parques, parque de otoño de hierba al aire libre, mesa larga, mesas de madera, taquillas, cientos de cientos de mesas y mesas, parque, mesas, sillas JC, picnic, parques de parques paisajísticos",una fila de mesas de picnic parques y espacio publico fondo del parque bancos un parque escenario de mesa al aire libre gente en un picnic espacios verdes mesas picnic fondo soleado de parques parque de otono de hierba al aire libre mesa larga mesas de madera taquillas cientos de cientos de mesas y mesas parque mesas sillas jc picnic parques de parques paisajisticos,fila publico banco escenario gente espacio verde fondo soleado otono hierba aire libre largo madera taquilla cientos mesa silla picnic parques parque paisajistico,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,-1
"a woman wearing a white shirt, crafts and souvenirs, alebrijes aesthetic, crafts and more, art stand, vendors, street vendors, artststion, theme is cyberpunk city market, in the art style of quetzecoatl, art station 3 d, alex yanes and lisa frank, traders, animal caricaturist, art station trend","a woman wearing a white shirt, crafts and souvenirs, alebrijes aesthetic, crafts and more, art stand, vendors, street vendors, artststion, theme is cyberpunk city market, in the art style of quetzecoatl, art station 3 d, alex yanes and lisa frank, traders, animal caricaturist, art station trend",a woman wearing a white shirt crafts and souvenirs alebrijes aesthetic crafts and more art stand vendors street vendors artststion theme is cyberpunk city market in the art style of quetzecoatl art station 3 d alex yanes and lisa frank traders animal caricaturist art station trend,woman wearing white shirt souvenirs alebrij aesthetic crafts more stand street vendors artststion theme cyberpunk city market the style quetzecoatl alex yanes and liso frank traders animal caricaturist art station trend,3,the,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEG,NEUTRAL,-1
"a red background with the words, ' ests enes de ests ', 2023 4k, 2 0 2 2, 2022, 2 0 2 1, 2021, 2 0 2 3, 2023, pacal votan, iso 1250, iso-250, imet2020","Un fondo rojo con las palabras, 'ESTS ENES DE ESTS', 2023 4K, 2 0 2 2, 2022, 2 0 2 1, 2021, 2 0 2 3, 2023, Pacal Votan, ISO 1250, ISO-250, IMET2020",un fondo rojo con las palabras ests enes de ests 2023 4k 2 0 2 2 2022 2 0 2 1 2021 2 0 2 3 2023 pacal votan iso 1250 iso250 imet2020,fondo rojo palabra en ests pacal votar iso imet2020,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a man riding a bike through a field, assam tea village background, ecovillage, idyllic and fruitful land, farm background, parks and public space, background: assam tea garden, outside in a farm, assam tea garden background, environment, countryside city scene, in an eco city, plants environment, japense village in background, by Afewerk Tekle, farms","Un hombre que viaja en bicicleta a través de un campo, fondo de aldea de té Assam, ecovilage, tierra idílica y fructífera, antecedentes agrícolas, parques y espacio público, antecedentes: Assam Tea Garden, afuera en una granja, fondo de jardín de té Assam, entorno, escena de la ciudad del campo, en una ciudad ecológica, entorno de plantas, aldea de japoneses, por parte de Afewerk Tekle, agricultura de las granjas, agricultores.",un hombre que viaja en bicicleta a traves de un campo fondo de aldea de te assam ecovilage tierra idilica y fructifera antecedentes agricolas parques y espacio publico antecedentes assam tea garden afuera en una granja fondo de jardin de te assam entorno escena de la ciudad del campo en una ciudad ecologica entorno de plantas aldea de japoneses por parte de afewerk tekle agricultura de las granjas agricultores,hombre viajar bicicleta traves ecovilage tierra idilico fructifera agricola parques espacio publico antecedente tea garden afuera fondo jardin assam escena campo ciudad ecologico entorno planta aldea japonés afewerk tekle agricultura granja agricultor,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a man wearing a mask behind a bar, made of drink, cocktail bar, the flamingo cafe, dragon fruits, people drink cocktails, female death holding a cocktail, cold drinks, drinking cocktail, an ice volcano, mixing drinks, inside a bar, standing in a cantina, chianti molotov cocktails, bangalore","Un hombre que usa una máscara detrás de un bar, hecho de bebida, bar de cócteles, el café Flamingo, frutas de dragón, gente bebe cócteles, muerte femenina sosteniendo un cóctel, bebidas frías, cócteles de bebida, un volcán de hielo, bebidas mezcladas, dentro de un bar, de pie en una cantina, cócteles de chianti molotov, bangalore bangalore",un hombre que usa una mascara detras de un bar hecho de bebida bar de cocteles el cafe flamingo frutas de dragon gente bebe cocteles muerte femenina sosteniendo un coctel bebidas frias cocteles de bebida un volcan de hielo bebidas mezcladas dentro de un bar de pie en una cantina cocteles de chianti molotov bangalore bangalore,hombre mascara cafe flamingo fruta dragon gente beber muerte femenino sostener fria volcan hielo bebida mezclado bar pie cantina coctel chianti molotov bangalore,2,flor,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a woman standing behind a table full of cookies, el dia los muertos, ( el dia los muertos ), ( ( dia de los muertos ) ), (dia de los muertos), ( dia de los muertos ), tlaquepaque, la catrina, celebrating day of the dead, macuahuitl, alebrijes aesthetic","Una mujer de pie detrás de una mesa llena de galletas, El Dia Los Muertos, (El Dia Los Muertos), ((Dia de los Muertos)), (Dia de los Muertos), (Dia de los Muertos), Tlaquepaque, La Catrina, Celebrando el Día de los Muertos, Macuahuitl, Alebricetes Aesthhhhhhhhhhhhhhhhushing",una mujer de pie detras de una mesa llena de galletas el dia los muertos el dia los muertos dia de los muertos dia de los muertos dia de los muertos tlaquepaque la catrina celebrando el dia de los muertos macuahuitl alebricetes aesthhhhhhhhhhhhhhhhushing,mujer pie mesa lleno galleta tlaquepaque catrina celebrar muerto macuahuitl alebricet aesthhhhhhhhhhhhhhhhushing,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"a long hallway with a glass railing and a wall of windows, glass railing, elegant walkways between towers, walkways, highrise made up staircases, black and white zig zag floor, sky bridges, 1 staircase, penrose stairs, adjacent hallways, skybridges, catwalks, staircase, with walkways, stairways","Un pasillo largo con una barandilla de vidrio y una pared de ventanas, barandilla de vidrio, elegantes pasarelas entre torres, pasarelas, escaleras de alto nivel, piso zig zag en blanco y negro, puentes de cielo, 1 escaleras, escaleras de penros, pasillos adyacentes, puestos de cielo, pasas, escaleras, caminatas, escaleras de escaleras, escaleras",un pasillo largo con una barandilla de vidrio y una pared de ventanas barandilla de vidrio elegantes pasarelas entre torres pasarelas escaleras de alto nivel piso zig zag en blanco y negro puentes de cielo 1 escaleras escaleras de penros pasillos adyacentes puestos de cielo pasas escaleras caminatas escaleras de escaleras escaleras,pared ventana barandilla vidrio elegante torre pasarela alto nivel piso zig zag blanco negro puente penros pasillo adyacente puesto cielo pasar caminata escalera,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,0
"a train with a mexican flag on it, alebrijes aesthetic, parade setting, magic parade float, ( el dia los muertos ), el dia los muertos, mexico city, parade, mexican folklore, dia de los muertos, parade floats, macuahuitl, ( ( dia de los muertos ) ), (dia de los muertos)","Un tren con una bandera mexicana, Alebrijes Estética, Desfile de Desfile, Magic Parade Float, (El Dia Los Muertos), El Dia Los Muertos, Ciudad de México, Desfile, Folklore mexicano, Dia De Los Muertos, Floats de Desfile, Macuahuitl, ((Dia de De de",un tren con una bandera mexicana alebrijes estetica desfile de desfile magic parade float el dia los muertos el dia los muertos ciudad de mexico desfile folklore mexicano dia de los muertos floats de desfile macuahuitl dia de de de,tren bandera alebrij estetico magic parade float ciudad mexico folklore mexicano muerto floats desfile macuahuitl,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,2
"a deer eats food from a hand, anthropomorphic deer, wildlife preservation, an anthropomorphic deer, deers drinking water in the lake, deer, anthropomorphic female deer, deers, anthropomorphic deer female, deer in sherwood forest, doe, offering a plate of food, deer portrait, deer ears, thin antlers","Un ciervo come alimentos de una mano, ciervos antropomórficos, preservación de la vida silvestre, ciervos antropomórficos, ciervos potables en el lago, ciervos, ciervos antropomórficos, ciervos, ciervos antropomórficos, ciervos en el bosque de sherwood, que ofrece un retrato de alimentos, retratos de los ciervos, al oídos de ciervos, delgados oídos antihoras antihoras de los aleros delgados.",un ciervo come alimentos de una mano ciervos antropomorficos preservacion de la vida silvestre ciervos antropomorficos ciervos potables en el lago ciervos ciervos antropomorficos ciervos ciervos antropomorficos ciervos en el bosque de sherwood que ofrece un retrato de alimentos retratos de los ciervos al oidos de ciervos delgados oidos antihoras antihoras de los aleros delgados,comer mano preservacion vida silvestre potable lago antropomorfico bosque sherwood ofrecer alimento retrato ciervo oido antihora alero delgado,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"a person riding a bike down a wooden ramp, foundry vtt, motocross rider on dirt jump, coban, action sports photography, no helmet!!!!, photo”, on a canva, flying mud, on a yellow canva, downhill landscape, wheelie, no helmet, las pozas, extreme sports photography, mountain bike helmet, midair, andes mountain forest","Una persona que montaba una bicicleta por una rampa de madera, fundición VTT, motocross Rider on Dirt Jump, Coban, Photography deportivo de acción, sin casco!, Foto ”, en un lienzo, lodo volador, en un lienzo amarillo, paisaje cuesta abajo, rueda, sin casco, Las Plas, fotografía deportiva extrema, montaña biológica, mida de montaña, andes Forest Forest",una persona que montaba una bicicleta por una rampa de madera fundicion vtt motocross rider on dirt jump coban photography deportivo de accion sin casco foto  en un lienzo lodo volador en un lienzo amarillo paisaje cuesta abajo rueda sin casco las plas fotografia deportiva extrema montana biologica mida de montana andes forest forest,persona montar bicicleta rampa madera fundicion vtt motocross rider dirt jump cor photography deportivo accion foto lodo volador lienzo amarillo paisaje costar abajo rueda casco plas fotografia deportiva extremo biologica medir montana andes forest,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a blue room with a blue wall and a blue table, single clay museum sculpture, exhibition display, museum exhibit, museum display, museum exposition, museum item, sculpture on display, low light museum, museum setting, exhibit, on display in a museum, museum, displayed in a museum, installation view, museum background, inside a museum, museum collection, wooden staff","Una sala azul con una pared azul y una mesa azul, escultura de museo de arcilla individual, exhibición de exhibición, exhibición de museos, exhibición de museos, exposición de museos, elemento de museo, escultura en exhibición, museo con poca luz, entorno de museos, exhibición, exhibición en un museo, museo, en un museo, vista de instalación, fondo de museo, dentro de un museo, colección de personal de museo, personal de madera, personal de madera, personal de madera.",una sala azul con una pared azul y una mesa azul escultura de museo de arcilla individual exhibicion de exhibicion exhibicion de museos exhibicion de museos exposicion de museos elemento de museo escultura en exhibicion museo con poca luz entorno de museos exhibicion exhibicion en un museo museo en un museo vista de instalacion fondo de museo dentro de un museo coleccion de personal de museo personal de madera personal de madera personal de madera,sala pared mesa azul arcilla individual museos exposicion elemento escultura luz entorno exhibicion visto instalacion fondo coleccion museo personal madera,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"a large building with a clock on the side, art nouveau temple, kaladesh, romanesque style, ornate carved architecture, by Sydney Prior Hall, located in hajibektash complex, intricate steampunk ornate, ornate architecture, ornately detailed, neo - gothic architecture, russian temple, ornate and intricate backdrop, alabaster gothic cathedral, ornate tiled architecture","Un gran edificio con un reloj a un lado, el Templo Art Nouveau, Kaladesh, estilo románico, arquitectura tallada ornamentada, de Sydney Prior Hall, ubicado en el complejo Hajibektash, intrincado ornato de steampunk, arquitectura de ornato, ornamentada detallada, arquitectura neo -gótica, templo ruso, ornate e intrincado retroal",un gran edificio con un reloj a un lado el templo art nouveau kaladesh estilo romanico arquitectura tallada ornamentada de sydney prior hall ubicado en el complejo hajibektash intrincado ornato de steampunk arquitectura de ornato ornamentada detallada arquitectura neo gotica templo ruso ornate e intrincado retroal,edificio reloj art nouveau kaladesh estilo romanico tallado sydney prior hall ubicado complejo hajibektash steampunk ornato ornamentado detallado arquitectura neo gotico templo ruso ornate intrincado retroal,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,0
"a lake with a few blue and orange rocks, golden hour in beijing, mirror lake, ray tracing reflection, blue sky at sunset, inspired by Wang Yuanqi, blue sunset, parks and lakes, by Cherryl Fountain, lake blue, river of blue fire, a photo of a lake on a sunny day, blue reflections, partly cloudy sky","Un lago con unas pocas rocas azules y naranjas, hora dorada en Beijing, Lago Mirror, reflejo de rastreo de rayos, cielo azul al atardecer, inspirado por Wang Yuanqi, Aleja azul, parques y lagos, por la fuente de Cherryl, lago azul, río de fuego azul, una foto de un lago en un día soleado, reflejos azules, cielo parcialmente nuboso nube.",un lago con unas pocas rocas azules y naranjas hora dorada en beijing lago mirror reflejo de rastreo de rayos cielo azul al atardecer inspirado por wang yuanqi aleja azul parques y lagos por la fuente de cherryl lago azul rio de fuego azul una foto de un lago en un dia soleado reflejos azules cielo parcialmente nuboso nube,roca naranja hora dorado beijing mirror rastreo rayo cielo atardecer inspirado wang yuanqi alejar parques fuente cherryl rio fuego foto lago soleado reflejo azul cielir parcialmente nuboso nube,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a gaze in the middle of a park, centered torii gate, shinto shrine, japanese shrine, torii gate, near a japanese shrine, inspired by Torii Kiyomasu II, inari shrine, torii in a moutain with trees, inspired by Torii Kiyomoto, ancient japanese architecture, inspired by Torii Kiyomasu, torii","Una mirada en el medio de un parque, la puerta Torii centrada, el santuario sintoísta, el santuario japonés, la puerta de Torii, cerca de un santuario japonés, inspirado en Torii Kiyomasu II, Santuario Inari, Torii en una Moutain con árboles, inspirado por Torii Kiyomoto, antigua arquitectura japonesa, inspirada por Torii Kiyomasu, Torii, torii.",una mirada en el medio de un parque la puerta torii centrada el santuario sintoista el santuario japones la puerta de torii cerca de un santuario japones inspirado en torii kiyomasu ii santuario inari torii en una moutain con arboles inspirado por torii kiyomoto antigua arquitectura japonesa inspirada por torii kiyomasu torii torii,mirada parque centrado sintoista japón puerta cerca japones santuario inari moutain arbol kiyomoto antiguo arquitectura japonés inspirado kiyomasu torii,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a small pond in a park, bathing inside the tar pit, deep sinkhole, james turrell, sinkholes, infinity concentric pool, sinkhole, iron smelting pits, giant crypto vault, james turrell building, watertank, sunken square, a huge glass tank, green oozing pool pit, huge black round hole, shell craters, wellness pool","Un pequeño estanque en un parque, bañándose dentro del pozo de alquitrán, sumidero profundo, turrell James, sumideros, piscina concéntrica infinita, sumidero, pozos de fundición de hierro, bóveda criptográfica gigante, edificio de James Turrell, pata de manta, cuadrado hundido, un enorme tanque de vidrio, un pozo de piscina verde, enorme agujero redondo negro, cráqueros de caparazón, piscina de bienestar",un pequeno estanque en un parque banandose dentro del pozo de alquitran sumidero profundo turrell james sumideros piscina concentrica infinita sumidero pozos de fundicion de hierro boveda criptografica gigante edificio de james turrell pata de manta cuadrado hundido un enorme tanque de vidrio un pozo de piscina verde enorme agujero redondo negro craqueros de caparazon piscina de bienestar,pequeno estanque parque banar él alquitran profundo concentrico infinito sumidero fundicion hierro boveda criptografico gigante edificio james turrell pata manta cuadrado hundido tanque vidrio pozo verde enorme agujero redondo negro craquero caparazon piscina bienestar,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,-1
"a pond in the middle of a park, mexico city, parks and public space, green spaces, parks and lakes, city park, parks and gardens, park background, buenos aires, downtown mexico, sunny day in a park, a park, in a city park, the city is full of green plants, ray tracing reflection, tenochtitlan","Un estanque en el medio de un parque, la Ciudad de México, los parques y el espacio público, espacios verdes, parques y lagos, parques de la ciudad, parques y jardines, fondo del parque, Buenos Aires, centro de México, día soleado en un parque, un parque, en un parque urbano, la ciudad está llena de plantas verdes, reflectación de rayos, reflexión, tenochtitlán.",un estanque en el medio de un parque la ciudad de mexico los parques y el espacio publico espacios verdes parques y lagos parques de la ciudad parques y jardines fondo del parque buenos aires centro de mexico dia soleado en un parque un parque en un parque urbano la ciudad esta llena de plantas verdes reflectacion de rayos reflexion tenochtitlan,estanque publico espacio lagos parques jardines fondo aires centro mexico soleado parque urbano ciudad llena planta verde reflectacion rayo reflexion tenochtitlan,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"a view of the city from the top of a building, mexico city, downtown mexico, the city is full of green plants, purple roofs, tenochtitlan, purple future city, megacity streets seen from above, birds - eye view, beautiful city, purple bridges with leggins, bird's - eye view, bird's-eye view, bird - eye view","Una vista de la ciudad desde la cima de un edificio, la Ciudad de México, el centro de México, la ciudad está llena de plantas verdes, techos morados, Tenochtitlan, Purple Future City, Megacity Streets Visado desde arriba, Vista de ojos, ciudad hermosa, puentes morados con Leggins, Bird’s - Ojen's View, Bird's -Eye View, Bird - View Eye View",una vista de la ciudad desde la cima de un edificio la ciudad de mexico el centro de mexico la ciudad esta llena de plantas verdes techos morados tenochtitlan purple future city megacity streets visado desde arriba vista de ojos ciudad hermosa puentes morados con leggins birds  ojens view birds eye view bird  view eye view,vista cima edificio centro mexico llena planta verde techo tenochtitlar purple future city megacity streets visado visto ojo ciudad hermoso puente morado leggins ojen bird eye view,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a building with a clock on the top of it, downtown mexico, mexico city, guanajuato, mexico, running through italian town, italian renaissance architecture, in a city with a rich history, italian flag, italian mediterranean city, the hard and strong buildings, italian masterpieces, italy, italian renaissance workshop, naples, studio ghibili, italian renaissance","Un edificio con un reloj en la cima, en el centro de México, Ciudad de México, Guanajuato, México, que se extiende por la ciudad italiana, arquitectura renacentista italiana, en una ciudad con una rica historia, bandera italiana, ciudad mediterránea italiana, los edificios duros y fuertes, las obras maestras italianas, la este.",un edificio con un reloj en la cima en el centro de mexico ciudad de mexico guanajuato mexico que se extiende por la ciudad italiana arquitectura renacentista italiana en una ciudad con una rica historia bandera italiana ciudad mediterranea italiana los edificios duros y fuertes las obras maestras italianas la este,reloj cima centro guanajuato mexico extender arquitectura renacentista rico historia bandero ciudad mediterranea edificio duro fuerte obra maestro italiano,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a large green bird mascot, mascot, alebrijes aesthetic, full body mascot, falvie, anthropomorphic bird, man dressed as a chicken, standing bird, quetzal, mexican folklore, colorful bird with a long, with real wings, in the art style of quetzecoatl, bird mask, tenochtitlan, japanese mascot","Una gran mascota de pájaro verde, mascota, alebrijes estética, mascota de cuerpo completo, falvie, aveña antropomórfica, hombre vestido como un pollo, ave de pie, quetzal, folklore mexicano, pájaro colorido con una larga, con alas reales, en el estilo de arte de Quetzecoatl, máscara de pájaro, tenochtitlan, mascot japonesa",una gran mascota de pajaro verde mascota alebrijes estetica mascota de cuerpo completo falvie avena antropomorfica hombre vestido como un pollo ave de pie quetzal folklore mexicano pajaro colorido con una larga con alas reales en el estilo de arte de quetzecoatl mascara de pajaro tenochtitlan mascot japonesa,verde alebrij estetico mascota cuerpo completo falvie avena antropomorfico hombre vestido pollo ave pie quetzal folklore mexicano colorido largo ala real estilo arte quetzecoatl mascara pajaro tenochtitlan mascot japonés,2,flor,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a woman holding a bunch of flowers in her hands, geenss archenti flores, tlaquepaque, flowers and plants, with colorful flowers and plants, plants and flowers, beautiful mexican woman, queen of flowers, woman in flowers, with flowers and plants, beautiful tan mexican woman, chrysanthemums, large flower head, floral design","Una mujer sosteniendo un montón de flores en sus manos, Geenss Archenti Flores, tlaquepqueque, flores y plantas, con flores y plantas coloridas, plantas y flores, hermosa mujer mexicana, reina de flores, mujer en flores, flores y plantas, hermosa mujer mexicana, crisantemo, cabeza de flores grandes, diseño de flores florales",una mujer sosteniendo un monton de flores en sus manos geenss archenti flores tlaquepqueque flores y plantas con flores y plantas coloridas plantas y flores hermosa mujer mexicana reina de flores mujer en flores flores y plantas hermosa mujer mexicana crisantemo cabeza de flores grandes diseno de flores florales,sostener monton mano geenss archenti tlaquepqueque colorida reina flores planta hermoso mujer mexicano crisantemo cabeza diseno flor floral,2,flor,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"a float with a lobster on it, el dia los muertos, ( el dia los muertos ), el dia los muertos!, a skeleton winning a marathon, dia de los muertos, ( ( dia de los muertos ) ), ( dia de los muertos ), (dia de los muertos), ( ( ( el dia los muertos ) ) )","Un flotador con una langosta, El Dia Los Muertos, (El Dia los Muertos), El Dia Los Muertos!, un esqueleto que ganó un maratón, Dia de los Muertos, ((Dia de los Muertos)), (Dia de los Muertos), (Dia de los Muertos), (((el el dia el dia.))))))",un flotador con una langosta el dia los muertos el dia los muertos el dia los muertos un esqueleto que gano un maraton dia de los muertos dia de los muertos dia de los muertos dia de los muertos el el dia el dia,flotador langosta esqueleto ganar maraton muerto,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"a bar with a bar and a large picture of a man, cinemática, tlaquepaque, voodo decor, mexico, guanajuato, downtown mexico, bar, restaurant interior photography, interior view, standing in a cantina, mexican folklore, miles df, vale encantado, mexico city, restaurant, cafe interior, restaurant exterior photography","Un bar con un bar y una gran imagen de un hombre, Cinemática, Tlaquepacque, Voodo Decor, México, Guanajuato, centro de México, bar, Restaurante Fotografía interior, Vista interior, en pie en una cantina, Folklore mexicano, Miles DF, Vale Encantado, Ciudad de México, restaurante, restaurante Interior, Restaurant Interior Photography",un bar con un bar y una gran imagen de un hombre cinematica tlaquepacque voodo decor mexico guanajuato centro de mexico bar restaurante fotografia interior vista interior en pie en una cantina folklore mexicano miles df vale encantado ciudad de mexico restaurante restaurante interior restaurant interior photography,imagen hombre cinematico tlaquepacque voodo decor guanajuato centro bar fotografia visto pie cantina folklore mexicano miles valer encantado ciudad mexico restaurante restaurant interior photography,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a playground with a slide and a slide, children playground, activity play centre, playground, park background, the battle for the treehouse, sunny park background, adventure playground accident, kids place, adventure playground, park on a bright sunny day, discovery zone, people falling off a playground, slides, at a park, parks and public space, at the park, rules dream world","Un patio de recreo con un tobogán y un tobogán, un parque infantil, un centro de juegos de actividades, un parque infantil, fondo del parque, la batalla por la casa del árbol, el fondo del parque soleado, el accidente del patio de aventuras, el lugar de los niños, el parque infantil de la aventura, el parque en un día soleado brillante, la zona de descubrimiento, las personas que se caen de un patio de recreo, toboganes, en un parque, parques y espacio público, espacio, en el parque, reglas soñadas soñadas",un patio de recreo con un tobogan y un tobogan un parque infantil un centro de juegos de actividades un parque infantil fondo del parque la batalla por la casa del arbol el fondo del parque soleado el accidente del patio de aventuras el lugar de los ninos el parque infantil de la aventura el parque en un dia soleado brillante la zona de descubrimiento las personas que se caen de un patio de recreo toboganes en un parque parques y espacio publico espacio en el parque reglas sonadas sonadas,tobogan centro juegos actividad batalla casa arbol fondo accidente lugar nino infantil aventura soleado brillante zona descubrimiento persona caer patio recreo tobogán parques publico espacio parque regla sonada,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,1
"a man holding a skull, crafts and souvenirs, single aztec skull, aztec skull, portrait of a sugar skull, ( el dia los muertos ), el dia los muertos, mexican folk art, with an animal skull for a head, art decos, calavera, celebrating day of the dead, art stand, glass skull, full skull shaped face cover","Un hombre que sostiene un cráneo, manualidades y recuerdos, calavera azteca soltera, calavera aztec, retrato de un cráneo de azúcar, (el dian los muertos), el dian los muertos, arte folk mexicano, con una calavera de animales para una cabeza, art decos, calavera, celebrando el día de los muertos, el stand de arte, el cremallero de vidrio, el patinaje completo con la cara de la cara completa con la cara de la cara con la cara de la cara completa con la cara de la cara.",un hombre que sostiene un craneo manualidades y recuerdos calavera azteca soltera calavera aztec retrato de un craneo de azucar el dian los muertos el dian los muertos arte folk mexicano con una calavera de animales para una cabeza art decos calavera celebrando el dia de los muertos el stand de arte el cremallero de vidrio el patinaje completo con la cara de la cara completa con la cara de la cara con la cara de la cara completa con la cara de la cara,hombre sostener manualidad recuerdo azteco soltero aztec retrato craneo azucar diar folk mexicano calavera animal cabeza art deco calaverar celebrar muerto stand arte cremallero vidrio patinaje completo cara,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEG,NEUTRAL,1
